"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"15957",31,"1","428.89",4,1,2,"New Customers"
"15958",74,"1","104.35",3,1,1,"Promising"
"15960",374,"2","134.10",1,2,1,"Lost Customers"
"15961",379,"1","451.29",1,1,2,"Lost Customers"
"15963",19,"2","470.76",4,3,2,"Loyal Customers"
"15965",17,"7","1611.19",4,5,4,"Champions"
"15967",23,"4","801.29",4,4,3,"Loyal Customers"
"15968",388,"1","404.55",1,1,2,"Lost Customers"
"15969",2,"3","666.10",5,3,3,"Loyal Customers"
"15970",303,"1","314.10",1,2,2,"Lost Customers"
"15971",17,"15","4734.63",4,5,5,"Champions"
"15973",366,"1","307.82",1,2,2,"Lost Customers"
"15974",39,"7","3442.15",4,5,5,"Champions"
"15975",84,"1","371.01",3,2,2,"Promising"
"15976",165,"2","427.64",2,3,2,"At Risk"
"15977",17,"2","1054.73",4,2,4,"New Customers"
"15978",77,"1","1098.78",3,1,4,"Promising"
"15980",88,"3","2398.86",3,4,5,"Loyal Customers"
"15981",24,"8","3408.48",4,5,5,"Champions"
"15983",22,"8","3110.37",4,5,5,"Champions"
"15984",2,"16","5109.98",5,5,5,"Champions"
"15985",123,"2","1142.42",2,2,4,"Lost Customers"
"15986",30,"2","354.42",4,3,2,"Loyal Customers"
"15987",12,"8","1535.99",5,5,4,"Champions"
"15988",19,"1","156.78",4,1,1,"New Customers"
"15989",375,"2","368.31",1,3,2,"At Risk"
"15990",44,"2","792.11",3,2,3,"Promising"
"15992",3,"1","41.99",5,2,1,"New Customers"
"15993",8,"7","2777.67",5,5,5,"Champions"
"15994",54,"1","414.27",3,1,2,"Promising"
"15996",88,"6","1032.58",3,5,4,"Loyal Customers"
"15998",36,"9","5320.39",4,5,5,"Champions"
"15999",735,"1","20.40",1,1,1,"Lost Customers"
"16000",2,"3","12393.70",5,4,5,"Champions"
"16001",381,"1","583.39",1,1,3,"Lost Customers"
"16003",29,"7","4092.40",4,5,5,"Champions"
"16005",12,"6","1107.13",5,4,4,"Champions"
"16006",211,"2","332.82",2,3,2,"At Risk"
"16007",47,"5","2148.39",3,4,4,"Loyal Customers"
"16008",23,"5","1432.75",4,4,4,"Champions"
"16009",22,"4","972.11",4,4,3,"Loyal Customers"
"16010",245,"9","1334.40",2,5,4,"At Risk"
"16011",8,"20","4063.09",5,5,5,"Champions"
"16012",35,"3","1415.29",4,4,4,"Champions"
"16013",3,"54","42064.25",5,5,5,"Champions"
"16014",37,"3","646.83",4,3,3,"Loyal Customers"
"16015",3,"3","704.55",5,3,3,"Loyal Customers"
"16016",3,"10","1807.74",5,5,4,"Champions"
"16017",47,"3","1040.23",3,3,4,"Loyal Customers"
"16018",39,"3","604.68",4,3,3,"Loyal Customers"
"16019",46,"15","7310.76",3,5,5,"Loyal Customers"
"16020",16,"3","851.01",4,3,3,"Loyal Customers"
"16022",260,"1","602.63",1,1,3,"Lost Customers"
"16023",46,"3","719.81",3,3,3,"Loyal Customers"
"16024",12,"1","251.03",5,1,1,"New Customers"
"16025",29,"1","439.66",4,1,2,"New Customers"
"16026",43,"1","236.09",3,1,1,"Promising"
"16027",91,"8","1094.22",2,5,4,"At Risk"
"16029",38,"74","93883.36",4,5,5,"Champions"
"16030",309,"1","331.24",1,2,2,"Lost Customers"
"16031",92,"2","547.90",2,3,3,"At Risk"
"16033",5,"22","9407.70",5,5,5,"Champions"
"16034",196,"3","437.70",2,3,2,"At Risk"
"16036",87,"2","758.92",3,2,3,"Promising"
"16037",269,"3","855.02",1,3,3,"At Risk"
"16038",7,"3","471.78",5,3,2,"Loyal Customers"
"16040",65,"3","1313.55",3,4,4,"Loyal Customers"
"16041",30,"3","3166.40",4,4,5,"Champions"
"16042",22,"7","1601.17",4,5,4,"Champions"
"16043",37,"6","973.19",4,5,3,"Loyal Customers"
"16045",119,"4","1340.70",2,4,4,"At Risk"
"16048",373,"2","256.44",1,2,2,"Lost Customers"
"16049",40,"5","1622.51",3,4,4,"Loyal Customers"
"16050",173,"2","210.10",2,2,1,"Lost Customers"
"16052",54,"1","362.06",3,2,2,"Promising"
"16053",32,"2","1511.95",4,3,4,"Loyal Customers"
"16054",145,"1","783.90",2,1,3,"Lost Customers"
"16055",220,"1","134.80",2,2,1,"Lost Customers"
"16056",45,"1","650.75",3,1,3,"Promising"
"16057",16,"8","2702.40",4,5,5,"Champions"
"16059",65,"7","1647.36",3,5,4,"Loyal Customers"
"16062",9,"5","1447.72",5,4,4,"Champions"
"16063",260,"1","335.32",1,2,2,"Lost Customers"
"16064",725,"1","109.31",1,1,1,"Lost Customers"
"16065",365,"3","604.75",1,3,3,"At Risk"
"16066",16,"5","1521.04",4,4,4,"Champions"
"16070",22,"2","852.15",4,2,3,"New Customers"
"16071",44,"1","326.24",3,2,2,"Promising"
"16072",288,"1","584.32",1,1,3,"Lost Customers"
"16073",297,"1","122.40",1,1,1,"Lost Customers"
"16074",390,"1","252.50",1,2,2,"Lost Customers"
"16076",3,"10","2234.73",5,5,5,"Champions"
"16078",283,"1","79.20",1,1,1,"Lost Customers"
"16079",16,"3","1352.00",4,4,4,"Champions"
"16080",81,"3","295.91",3,3,2,"Loyal Customers"
"16081",56,"6","4014.57",3,5,5,"Loyal Customers"
"16083",100,"4","2351.42",2,4,5,"At Risk"
"16084",299,"1","436.18",1,1,2,"Lost Customers"
"16085",23,"6","1095.66",4,4,4,"Champions"
"16086",59,"7","1703.01",3,5,4,"Loyal Customers"
"16087",389,"2","671.80",1,3,3,"At Risk"
"16089",386,"1","108.84",1,1,1,"Lost Customers"
"16091",154,"2","315.06",2,3,2,"At Risk"
"16092",114,"3","817.86",2,3,3,"At Risk"
"16093",106,"1","17.00",2,1,1,"Lost Customers"
"16094",11,"5","1502.65",5,4,4,"Champions"
"16096",264,"1","320.62",1,2,2,"Lost Customers"
"16097",240,"1","185.05",2,1,1,"Lost Customers"
"16098",87,"8","2160.32",3,5,4,"Loyal Customers"
"16099",50,"3","731.90",3,3,3,"Loyal Customers"
"16101",70,"1","1290.70",3,1,4,"Promising"
"16102",42,"3","1842.14",3,4,4,"Loyal Customers"
"16103",7,"8","1816.69",5,5,4,"Champions"
"16104",61,"4","1473.10",3,4,4,"Loyal Customers"
"16105",248,"1","336.96",2,2,2,"Lost Customers"
"16106",65,"1","108.38",3,1,1,"Promising"
"16107",17,"7","3204.16",4,5,5,"Champions"
"16108",84,"1","842.50",3,1,3,"Promising"
"16109",218,"3","939.48",2,3,3,"At Risk"
"16110",45,"3","1320.95",3,4,4,"Loyal Customers"
"16112",143,"4","195.74",2,4,1,"At Risk"
"16113",183,"1","161.38",2,1,1,"Lost Customers"
"16114",170,"1","135.75",2,2,1,"Lost Customers"
"16115",9,"8","1660.88",5,5,4,"Champions"
"16116",211,"1","612.78",2,1,3,"Lost Customers"
"16117",189,"1","232.21",2,1,1,"Lost Customers"
"16119",8,"3","606.76",5,3,3,"Loyal Customers"
"16120",59,"4","1309.14",3,4,4,"Loyal Customers"
"16121",57,"4","1298.97",3,4,4,"Loyal Customers"
"16122",73,"5","781.32",3,4,3,"Loyal Customers"
"16123",51,"1","307.78",3,2,2,"Promising"
"16124",317,"2","712.00",1,2,3,"Lost Customers"
"16125",367,"3","1374.16",1,4,4,"At Risk"
"16126",29,"7","9765.56",4,5,5,"Champions"
"16127",39,"2","801.31",4,2,3,"New Customers"
"16128",17,"6","2006.52",4,4,4,"Champions"
"16131",51,"10","5939.59",3,5,5,"Loyal Customers"
"16133",3,"36","15817.96",5,5,5,"Champions"
"16134",21,"2","618.09",4,3,3,"Loyal Customers"
"16135",262,"1","517.55",1,1,3,"Lost Customers"
"16136",59,"3","709.38",3,3,3,"Loyal Customers"
"16138",378,"1","321.84",1,2,2,"Lost Customers"
"16139",18,"5","1111.15",4,4,4,"Champions"
"16140",65,"2","725.18",3,2,3,"Promising"
"16141",88,"1","620.40",3,1,3,"Promising"
"16142",249,"1","535.34",2,1,3,"Lost Customers"
"16143",3,"7","2725.29",5,5,5,"Champions"
"16144",246,"1","175.20",2,1,1,"Lost Customers"
"16145",8,"12","4109.17",5,5,5,"Champions"
"16146",157,"3","734.13",2,3,3,"At Risk"
"16147",133,"1","375.00",2,2,2,"Lost Customers"
"16148",296,"1","76.32",1,1,1,"Lost Customers"
"16149",4,"2","280.52",5,2,2,"New Customers"
"16150",42,"6","2401.22",3,4,5,"Loyal Customers"
"16152",268,"1","1829.04",1,1,4,"Lost Customers"
"16153",49,"5","1824.23",3,4,4,"Loyal Customers"
"16155",381,"2","234.50",1,2,1,"Lost Customers"
"16156",8,"13","4118.23",5,5,5,"Champions"
"16157",15,"3","656.69",5,3,3,"Loyal Customers"
"16158",724,"2","204.52",1,2,1,"Lost Customers"
"16159",281,"2","665.75",1,3,3,"At Risk"
"16160",65,"2","1025.44",3,2,4,"Promising"
"16161",1,"22","7320.80",5,5,5,"Champions"
"16162",252,"1","37.40",1,2,1,"Lost Customers"
"16163",232,"4","1694.88",2,4,4,"At Risk"
"16164",17,"3","822.48",4,3,3,"Loyal Customers"
"16166",691,"1","239.84",1,1,1,"Lost Customers"
"16167",738,"1","485.79",1,1,2,"Lost Customers"
"16168",10,"31","4295.80",5,5,5,"Champions"
"16169",8,"4","1822.97",5,4,4,"Champions"
"16170",50,"6","1885.05",3,4,4,"Loyal Customers"
"16171",59,"1","73.20",3,1,1,"Promising"
"16172",95,"5","1140.21",2,4,4,"At Risk"
"16173",15,"6","1418.32",5,4,4,"Champions"
"16174",126,"3","1009.55",2,3,4,"At Risk"
"16175",94,"4","1037.59",2,4,4,"At Risk"
"16177",50,"1","331.95",3,2,2,"Promising"
"16178",138,"1","197.90",2,1,1,"Lost Customers"
"16179",60,"1","215.83",3,1,1,"Promising"
"16180",100,"8","10254.18",2,5,5,"At Risk"
"16181",73,"1","305.54",3,2,2,"Promising"
"16182",72,"4","6617.65",3,4,5,"Loyal Customers"
"16183",67,"1","338.71",3,2,2,"Promising"
"16184",64,"6","1158.79",3,4,4,"Loyal Customers"
"16185",16,"2","529.41",4,3,3,"Loyal Customers"
"16186",22,"16","4721.07",4,5,5,"Champions"
"16187",31,"15","6911.44",4,5,5,"Champions"
"16188",44,"4","981.86",3,4,4,"Loyal Customers"
"16189",15,"2","215.48",5,2,1,"New Customers"
"16190",40,"2","412.00",3,3,2,"Loyal Customers"
"16191",2,"18","10042.92",5,5,5,"Champions"
"16192",735,"1","351.30",1,2,2,"Lost Customers"
"16193",236,"1","314.45",2,2,2,"Lost Customers"
"16194",375,"1","308.60",1,2,2,"Lost Customers"
"16195",723,"1","323.25",1,2,2,"Lost Customers"
"16197",723,"1","117.30",1,2,1,"Lost Customers"
"16198",75,"1","400.68",3,2,2,"Promising"
"16199",392,"1","472.50",1,1,2,"Lost Customers"
"16200",4,"8","4371.05",5,5,5,"Champions"
"16201",3,"4","1863.47",5,4,4,"Champions"
"16202",360,"3","957.44",1,3,3,"At Risk"
"16203",58,"4","592.90",3,4,3,"Loyal Customers"
"16204",23,"3","918.71",4,3,3,"Loyal Customers"
"16205",30,"4","757.63",4,4,3,"Loyal Customers"
"16206",54,"5","841.61",3,4,3,"Loyal Customers"
"16207",25,"1","394.38",4,2,2,"New Customers"
"16208",44,"2","664.26",3,3,3,"Loyal Customers"
"16209",88,"6","2467.92",3,4,5,"Loyal Customers"
"16210",1,"24","23430.64",5,5,5,"Champions"
"16211",88,"1","547.02",3,1,3,"Promising"
"16212",19,"2","690.34",4,3,3,"Loyal Customers"
"16213",78,"1","159.00",3,1,1,"Promising"
"16214",170,"3","1062.75",2,3,4,"At Risk"
"16215",80,"1","242.35",3,1,1,"Promising"
"16216",267,"1","914.93",1,2,3,"Lost Customers"
"16217",235,"2","304.25",2,3,2,"At Risk"
"16218",29,"8","3205.08",4,5,5,"Champions"
"16221",36,"4","961.43",4,4,3,"Loyal Customers"
"16222",318,"2","1272.05",1,3,4,"At Risk"
"16223",374,"1","503.61",1,1,2,"Lost Customers"
"16224",57,"5","1616.54",3,4,4,"Loyal Customers"
"16225",44,"5","1096.32",3,4,4,"Loyal Customers"
"16226",203,"4","343.32",2,4,2,"At Risk"
"16227",225,"1","314.22",2,2,2,"Lost Customers"
"16228",385,"1","437.37",1,1,2,"Lost Customers"
"16229",87,"3","1779.50",3,4,4,"Loyal Customers"
"16230",189,"2","542.03",2,3,3,"At Risk"
"16231",379,"1","178.90",1,1,1,"Lost Customers"
"16232",43,"4","990.88",3,4,4,"Loyal Customers"
"16233",71,"5","1042.78",3,4,4,"Loyal Customers"
"16235",40,"6","1011.41",3,5,4,"Loyal Customers"
"16236",78,"1","432.20",3,1,2,"Promising"
"16239",56,"3","912.00",3,3,3,"Loyal Customers"
"16240",24,"2","3718.80",4,3,5,"Loyal Customers"
"16241",9,"15","3612.22",5,5,5,"Champions"
"16242",8,"9","4249.56",5,5,5,"Champions"
"16243",33,"2","409.10",4,3,2,"Loyal Customers"
"16244",211,"2","1522.75",2,3,4,"At Risk"
"16245",23,"3","1413.66",4,4,4,"Champions"
"16247",170,"1","114.56",2,1,1,"Lost Customers"
"16248",61,"1","152.94",3,1,1,"Promising"
"16249",52,"5","1800.07",3,4,4,"Loyal Customers"
"16250",261,"3","565.24",1,3,3,"At Risk"
"16252",382,"1","295.09",1,2,2,"Lost Customers"
"16253",66,"4","4709.24",3,4,5,"Loyal Customers"
"16254",378,"1","606.25",1,1,3,"Lost Customers"
"16255",16,"8","2619.91",4,5,5,"Champions"
"16256",266,"1","752.43",1,1,3,"Lost Customers"
"16257",176,"1","46.95",2,2,1,"Lost Customers"
"16258",45,"6","5971.31",3,5,5,"Loyal Customers"
"16260",50,"1","1035.45",3,2,4,"Promising"
"16261",17,"5","889.47",4,4,3,"Loyal Customers"
"16262",378,"1","755.15",1,1,3,"Lost Customers"
"16265",9,"10","6102.64",5,5,5,"Champions"
"16266",73,"7","861.89",3,5,3,"Loyal Customers"
"16268",71,"2","667.65",3,3,3,"Loyal Customers"
"16270",353,"1","1141.24",1,1,4,"Lost Customers"
"16271",2,"5","1404.64",5,4,4,"Champions"
"16272",116,"1","411.70",2,1,2,"Lost Customers"
"16274",373,"1","351.75",1,2,2,"Lost Customers"
"16275",196,"1","559.87",2,1,3,"Lost Customers"
"16276",176,"1","810.60",2,2,3,"Lost Customers"
"16277",733,"1","188.69",1,1,1,"Lost Customers"
"16278",100,"1","566.38",2,1,3,"Lost Customers"
"16279",21,"4","2288.86",4,4,5,"Champions"
"16280",725,"1","238.05",1,1,1,"Lost Customers"
"16281",72,"1","2062.06",3,1,4,"Promising"
"16282",339,"2","438.30",1,3,2,"At Risk"
"16283",5,"5","1570.81",5,4,4,"Champions"
"16284",31,"2","812.68",4,2,3,"New Customers"
"16287",169,"3","582.41",2,3,3,"At Risk"
"16292",121,"2","434.75",2,3,2,"At Risk"
"16293",21,"12","3135.35",4,5,5,"Champions"
"16295",9,"4","1328.55",5,4,4,"Champions"
"16296",701,"2","690.46",1,3,3,"At Risk"
"16297",268,"1","301.90",1,2,2,"Lost Customers"
"16298",22,"3","598.20",4,3,3,"Loyal Customers"
"16301",736,"1","107.33",1,1,1,"Lost Customers"
"16302",126,"1","233.22",2,1,1,"Lost Customers"
"16303",25,"4","6122.23",4,4,5,"Champions"
"16304",694,"1","381.66",1,2,2,"Lost Customers"
"16305",138,"1","361.22",2,2,2,"Lost Customers"
"16306",213,"6","632.27",2,4,3,"At Risk"
"16308",37,"5","3520.00",4,4,5,"Champions"
"16309",106,"2","706.57",2,3,3,"At Risk"
"16311",17,"2","616.26",4,3,3,"Loyal Customers"
"16313",3,"2","274.15",5,2,2,"New Customers"
"16314",389,"1","669.25",1,1,3,"Lost Customers"
"16315",330,"1","226.37",1,1,1,"Lost Customers"
"16316",64,"9","3295.01",3,5,5,"Loyal Customers"
"16317",119,"3","1341.65",2,4,4,"At Risk"
"16318",35,"1","328.15",4,2,2,"New Customers"
"16319",217,"1","404.40",2,1,2,"Lost Customers"
"16320",172,"2","1038.46",2,2,4,"Lost Customers"
"16321",72,"6","569.75",3,4,3,"Loyal Customers"
"16322",1,"2","326.75",5,3,2,"Loyal Customers"
"16323",196,"1","207.50",2,1,1,"Lost Customers"
"16324",128,"3","408.59",2,3,2,"At Risk"
"16325",46,"6","1113.88",3,4,4,"Loyal Customers"
"16326",5,"15","3266.57",5,5,5,"Champions"
"16327",14,"7","4518.88",5,5,5,"Champions"
"16329",738,"1","250.06",1,1,1,"Lost Customers"
"16330",17,"3","251.91",4,3,1,"Loyal Customers"
"16332",28,"7","1582.80",4,5,4,"Champions"
"16333",7,"22","26626.80",5,5,5,"Champions"
"16335",691,"3","1023.24",1,3,4,"At Risk"
"16337",36,"1","151.05",4,2,1,"New Customers"
"16338",157,"1","214.80",2,1,1,"Lost Customers"
"16339",284,"1","94.05",1,1,1,"Lost Customers"
"16340",107,"1","534.31",2,1,3,"Lost Customers"
"16341",24,"4","1971.87",4,4,4,"Champions"
"16342",75,"4","322.41",3,4,2,"Loyal Customers"
"16343",16,"2","328.58",4,3,2,"Loyal Customers"
"16344",158,"1","101.10",2,1,1,"Lost Customers"
"16345",44,"1","565.46",3,1,3,"Promising"
"16346",385,"1","224.51",1,1,1,"Lost Customers"
"16347",11,"3","1373.42",5,4,4,"Champions"
"16348",32,"7","1415.65",4,5,4,"Champions"
"16349",290,"1","53.50",1,2,1,"Lost Customers"
"16350",21,"7","1794.34",4,5,4,"Champions"
"16351",332,"4","673.10",1,4,3,"At Risk"
"16352",17,"2","494.44",4,3,2,"Loyal Customers"
"16353",3,"30","8218.31",5,5,5,"Champions"
"16354",63,"3","598.96",3,3,3,"Loyal Customers"
"16355",375,"1","416.35",1,1,2,"Lost Customers"
"16356",197,"4","317.57",2,4,2,"At Risk"
"16357",33,"4","868.37",4,4,3,"Loyal Customers"
"16358",1,"4","2027.50",5,4,4,"Champions"
"16359",7,"10","1966.32",5,5,4,"Champions"
"16360",4,"6","3450.41",5,5,5,"Champions"
"16361",9,"4","891.21",5,4,3,"Loyal Customers"
"16362",32,"5","709.99",4,4,3,"Loyal Customers"
"16363",53,"1","109.36",3,1,1,"Promising"
"16364",11,"2","705.79",5,3,3,"Loyal Customers"
"16365",17,"10","1739.19",4,5,4,"Champions"
"16366",18,"2","570.95",4,3,3,"Loyal Customers"
"16367",37,"3","1350.48",4,4,4,"Champions"
"16368",2,"2","479.91",5,3,2,"Loyal Customers"
"16369",18,"3","1545.41",4,4,4,"Champions"
"16370",82,"4","1301.91",3,4,4,"Loyal Customers"
"16372",33,"2","355.73",4,3,2,"Loyal Customers"
"16373",382,"1","114.75",1,1,1,"Lost Customers"
"16374",66,"2","466.73",3,3,2,"Loyal Customers"
"16376",8,"2","974.96",5,2,3,"New Customers"
"16377",267,"1","676.20",1,1,3,"Lost Customers"
"16378",247,"3","362.95",2,3,2,"At Risk"
"16379",4,"4","2157.40",5,4,4,"Champions"
"16380",61,"1","1743.15",3,1,4,"Promising"
"16383",74,"2","643.76",3,3,3,"Loyal Customers"
"16384",89,"2","584.50",3,3,3,"Loyal Customers"
"16385",60,"4","771.09",3,4,3,"Loyal Customers"
"16386",28,"3","1068.16",4,3,4,"Loyal Customers"
"16387",322,"1","94.36",1,1,1,"Lost Customers"
"16389",53,"4","1382.07",3,4,4,"Loyal Customers"
"16392",269,"1","217.89",1,1,1,"Lost Customers"
"16393",2,"16","3835.33",5,5,5,"Champions"
"16394",56,"5","1555.34",3,4,4,"Loyal Customers"
"16395",60,"7","1726.72",3,5,4,"Loyal Customers"
"16398",154,"2","1705.80",2,3,4,"At Risk"
"16399",19,"3","630.22",4,3,3,"Loyal Customers"
"16400",94,"2","863.91",2,2,3,"Lost Customers"
"16401",1,"14","4625.67",5,5,5,"Champions"
"16402",264,"2","293.45",1,3,2,"At Risk"
"16403",312,"1","177.50",1,1,1,"Lost Customers"
"16404",70,"1","443.05",3,1,2,"Promising"
"16405",302,"2","167.25",1,2,1,"Lost Customers"
"16406",18,"1","154.35",4,1,1,"New Customers"
"16407",12,"11","2297.78",5,5,5,"Champions"
"16409",36,"8","3790.70",4,5,5,"Champions"
"16410",734,"1","130.32",1,2,1,"Lost Customers"
"16411",19,"3","416.72",4,3,2,"Loyal Customers"
"16412",53,"1","135.99",3,2,1,"Promising"
"16413",56,"2","522.03",3,3,3,"Loyal Customers"
"16414",21,"3","255.34",4,3,2,"Loyal Customers"
"16415",44,"1","200.27",3,1,1,"Promising"
"16416",26,"4","1384.70",4,4,4,"Champions"
"16418",44,"3","631.12",3,3,3,"Loyal Customers"
"16419",112,"6","958.71",2,5,3,"At Risk"
"16421",376,"1","104.40",1,1,1,"Lost Customers"
"16422",17,"56","37495.74",4,5,5,"Champions"
"16423",24,"1","346.12",4,2,2,"New Customers"
"16424",191,"2","443.06",2,3,2,"At Risk"
"16425",302,"1","302.70",1,2,2,"Lost Customers"
"16426",2,"10","1863.76",5,5,4,"Champions"
"16427",263,"2","241.06",1,2,1,"Lost Customers"
"16429",106,"1","284.55",2,2,2,"Lost Customers"
"16430",57,"3","492.85",3,3,2,"Loyal Customers"
"16431",213,"3","623.28",2,3,3,"At Risk"
"16432",64,"1","287.40",3,2,2,"Promising"
"16433",28,"1","184.26",4,1,1,"New Customers"
"16434",29,"8","1986.28",4,5,4,"Champions"
"16436",732,"2","192.45",1,2,1,"Lost Customers"
"16437",381,"1","183.90",1,1,1,"Lost Customers"
"16438",5,"5","798.35",5,4,3,"Loyal Customers"
"16439",722,"1","310.70",1,2,2,"Lost Customers"
"16440",7,"5","3640.67",5,4,5,"Champions"
"16441",67,"2","381.20",3,3,2,"Loyal Customers"
"16442",1,"4","764.36",5,4,3,"Loyal Customers"
"16444",46,"6","773.02",3,5,3,"Loyal Customers"
"16445",33,"3","421.46",4,3,2,"Loyal Customers"
"16446",0,"2","168472.50",5,3,5,"Loyal Customers"
"16447",135,"1","255.91",2,2,2,"Lost Customers"
"16448",198,"1","182.99",2,1,1,"Lost Customers"
"16449",197,"2","707.69",2,3,3,"At Risk"
"16450",149,"1","311.92",2,2,2,"Lost Customers"
"16451",87,"2","574.62",3,3,3,"Loyal Customers"
"16452",693,"1","193.68",1,1,1,"Lost Customers"
"16454",44,"2","6.90",3,3,1,"Loyal Customers"
"16455",63,"8","1962.38",3,5,4,"Loyal Customers"
"16456",99,"5","2158.18",2,4,4,"At Risk"
"16457",218,"1","208.36",2,1,1,"Lost Customers"
"16458",2,"19","3681.56",5,5,5,"Champions"
"16459",729,"1","71.79",1,1,1,"Lost Customers"
"16460",28,"3","811.23",4,3,3,"Loyal Customers"
"16461",177,"1","142.92",2,2,1,"Lost Customers"
"16462",73,"3","136.00",3,3,1,"Loyal Customers"
"16463",21,"4","1422.40",4,4,4,"Champions"
"16464",19,"3","1298.66",4,4,4,"Champions"
"16466",33,"8","1715.30",4,5,4,"Champions"
"16467",702,"2","1771.70",1,3,4,"At Risk"
"16468",74,"1","74.90",3,1,1,"Promising"
"16469",23,"4","625.42",4,4,3,"Loyal Customers"
"16470",51,"5","943.95",3,4,3,"Loyal Customers"
"16471",274,"2","526.75",1,3,3,"At Risk"
"16473",164,"4","470.83",2,4,2,"At Risk"
"16474",7,"7","1810.65",5,5,4,"Champions"
"16475",88,"4","544.30",3,4,3,"Loyal Customers"
"16477",63,"7","2494.46",3,5,5,"Loyal Customers"
"16478",25,"3","331.00",4,3,2,"Loyal Customers"
"16479",10,"2","300.83",5,3,2,"Loyal Customers"
"16480",75,"1","769.29",3,1,3,"Promising"
"16482",15,"1","220.62",4,1,1,"New Customers"
"16483",192,"1","139.35",2,2,1,"Lost Customers"
"16484",173,"2","404.30",2,3,2,"At Risk"
"16485",77,"2","982.89",3,2,4,"Promising"
"16488",33,"3","498.80",4,3,2,"Loyal Customers"
"16489",380,"1","193.05",1,1,1,"Lost Customers"
"16491",46,"1","731.50",3,2,3,"Promising"
"16493",79,"4","1351.63",3,4,4,"Loyal Customers"
"16494",296,"1","826.53",1,1,3,"Lost Customers"
"16495",3,"3","648.26",5,3,3,"Loyal Customers"
"16496",8,"3","1599.52",5,4,4,"Champions"
"16497",49,"8","3761.43",3,5,5,"Loyal Customers"
"16498",161,"2","100.97",2,3,1,"At Risk"
"16499",360,"3","596.15",1,3,3,"At Risk"
"16500",4,"7","572.76",5,5,3,"Loyal Customers"
"16501",383,"1","1191.23",1,1,4,"Lost Customers"
"16503",106,"4","1431.93",2,4,4,"At Risk"
"16504",25,"1","465.88",4,1,2,"New Customers"
"16505",31,"1","777.60",4,1,3,"New Customers"
"16506",19,"2","90.30",4,3,1,"Loyal Customers"
"16509",296,"1","363.70",1,2,2,"Lost Customers"
"16510",372,"2","883.70",1,2,3,"Lost Customers"
"16511",21,"3","918.33",4,3,3,"Loyal Customers"
"16513",4,"4","874.59",5,4,3,"Loyal Customers"
"16515",52,"6","1845.61",3,4,4,"Loyal Customers"
"16516",30,"1","101.70",4,1,1,"New Customers"
